OBJECTID,FID_ds2676,NVCSName,NVCSLevel,MapClass,MapClassCode,Original_2015,Original_2015_Code,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAlliance,NVCSGroup,NVCSMG,UID,Acres,Hectares,FID_ucdbuffer,Id,Code,SiteName,Slough,Descriptor,Status,Type,Notes,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area
3438,20026,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Medium,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20026,0.2691253,0.1089111,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,137.795052715128290,1026.692458263382400
3439,20026,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Medium,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20026,0.2691253,0.1089111,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,137.795052715128290,1026.692458263382400
3440,20028,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20028,1.0710528,0.4334397,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,249.964982490476700,2118.807203075851700
3441,20028,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20028,1.0710528,0.4334397,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,249.964982490476700,2118.807203075851700
3442,20029,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20029,9.0164642,3.6488338,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,895.533784853852130,10312.092950759687000
3443,20029,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,10-25%,Medium,<0.5m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20029,9.0164642,3.6488338,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,895.533784853852130,10312.092950759687000
3444,20033,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20033,0.6533993,0.2644213,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,524.403996547954880,2641.182760874581600
3445,20033,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20033,0.6533993,0.2644213,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,524.403996547954880,2641.182760874581600
3446,20038,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Low,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20038,2.4399858,0.9874272,13,0,GY2,Goodyear 2,Goodyear,Middle/ north of bridge,Current,Trawl, ,3280.833333330000200,13,166.343290287059920,278.438297175418880
3447,20038,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Low,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20038,2.4399858,0.9874272,14,0,GY1,Goodyear 1,Goodyear,Upper/ south of bridge,Current,Trawl, ,3280.833333330000200,14,166.343290287059920,278.438297175418880
3448,20045,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20045,0.1024183,0.0414472,0,0,SU1,Suisun 1,Suisun,At seining beach,Current,Trawl/seine,Trawl & seining beach,3280.833333330000200,0,99.360259908765627,414.447075213528990
3449,20045,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Leveed (not tidal),2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20045,0.1024183,0.0414472,7,0,SB1,Spring Branch 1,Spring Branch,Upper/ at dead end,Current,Trawl,a.k.a. First Mallard Slough,3280.833333330000200,7,99.360259908765627,414.447075213528990
3450,20051,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20051,1.7959316,0.7267877,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,310.543641031505440,634.212105658496280
3451,20051,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20051,1.7959316,0.7267877,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,310.543641031505440,634.212105658496280
3452,20085,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20085,1.6198528,0.6555312,2,0,SU3,Suisun 3,Suisun,Above Cordelia Slough,Current,Trawl, ,3280.833333330000200,2,142.902521129333080,235.277025970576370
3453,20085,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20085,1.6198528,0.6555312,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,142.902521129333080,235.277025970576370
3454,20085,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20085,1.6198528,0.6555312,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,1014.498725200813100,5107.010482412197200
3455,20085,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20085,1.6198528,0.6555312,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,1014.498725200813100,5107.010482412197200
3456,20726,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Low,2-5m,,Photo interpretation,Leveed (not tidal),2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20726,0.6164649,0.2494745,2,0,SU3,Suisun 3,Suisun,Above Cordelia Slough,Current,Trawl, ,3280.833333330000200,2,46.011064866667887,117.570851001726270
3457,20726,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Low,2-5m,,Photo interpretation,Leveed (not tidal),2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20726,0.6164649,0.2494745,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,46.011064866667887,117.570851001726270
3458,20747,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20747,0.9474403,0.3834155,2,0,SU3,Suisun 3,Suisun,Above Cordelia Slough,Current,Trawl, ,3280.833333330000200,2,572.657908326087750,3644.411058565511700
3459,20747,"Sarcocornia pacifica / annual grasses (Polypogon, Hordeum, Lolium)",Association,Salicornia pacifica - Annual Grasses Association,8111302,Salicornia pacifica-Annual Grasses Association,347,10-25%,High,0.5-1m,,Photo interpretation,Leveed (not tidal),2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.19,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20747,0.9474403,0.3834155,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,572.657908326087750,3644.411058565511700
3460,20838,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20838,0.4277650,0.1731103,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,189.380140970090990,1730.921896763177300
3461,20838,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20838,0.4277650,0.1731103,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,189.380140970090990,1730.921896763177300
3462,20839,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20839,0.3694580,0.1495144,11,0,GY3,Goodyear 3,Goodyear,Lower/ at Cordelia Slough,Current,Trawl, ,3280.833333330000200,11,127.893292041573770,742.744580896562300
3463,20839,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20839,0.3694580,0.1495144,12,0,SU4,Suisun 4,Suisun,Below Cordelia Slough,Current,Trawl, ,3280.833333330000200,12,127.893292041573770,742.744580896562300
3464,20877,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20877,5.2443976,2.1223326,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,55.014398185574080,122.194362218178810
3465,20877,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20877,5.2443976,2.1223326,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,55.014398185574080,122.194362218178810
3466,20878,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20878,2.9061880,1.1760926,0,0,SU1,Suisun 1,Suisun,At seining beach,Current,Trawl/seine,Trawl & seining beach,3280.833333330000200,0,111.461731273705920,232.020026959263670
3467,20878,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20878,2.9061880,1.1760926,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,111.461731273705920,232.020026959263670
3468,20879,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20879,1.5565917,0.6299303,0,0,SU1,Suisun 1,Suisun,At seining beach,Current,Trawl/seine,Trawl & seining beach,3280.833333330000200,0,95.088396729259202,341.834086928781290
3469,20879,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20879,1.5565917,0.6299303,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,95.088396729259202,341.834086928781290
3470,20879,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20879,1.5565917,0.6299303,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,33.125111016502593,44.464763206801948
3471,20879,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Wetland Herbs Mapping Unit",7111204,"Schoenoplectus (acutus, californicus)-Wetland herbs Association",158,50-75%,Not evident,2-5m,,Photo interpretation,Tidal,1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,,,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20879,1.5565917,0.6299303,6,0,PT2,Peytonia 2,Peytonia,Middle/ 3 gates on river-right,Current,Trawl, ,3280.833333330000200,6,33.125111016502593,44.464763206801948
3472,20880,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,AVA1208280934,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20880,5.5475821,2.2450268,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,462.572491418848360,7750.265826059023300
3473,20880,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,AVA1208280934,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20880,5.5475821,2.2450268,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,462.572491418848360,7750.265826059023300
3474,20883,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Polygonum sp.-Xanthium strumarium-Echinochloa crus-galli Association",120,50-75%,Not evident,1-2m,,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20883,3.3506050,1.3559418,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,636.719720094553740,6537.832561118481900
3475,20883,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Polygonum sp.-Xanthium strumarium-Echinochloa crus-galli Association",120,50-75%,Not evident,1-2m,,Photo interpretation,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20883,3.3506050,1.3559418,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,636.719720094553740,6537.832561118481900
3476,20886,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Polygonum spp.-Xanthium strumarium-Echinochloa crus-galli Association,364,50-75%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20886,1.7112362,0.6925128,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,323.430376533503020,2083.758349779643100
3477,20886,Sarcocornia pacifica (Salicornia depressa),Alliance,Salicornia pacifica (Salicornia depressa) Herbaceous Alliance ,8111300,Salicornia pacifica-Polygonum spp.-Xanthium strumarium-Echinochloa crus-galli Association,364,50-75%,Low,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.215.00,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20886,1.7112362,0.6925128,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,323.430376533503020,2083.758349779643100
3478,20888,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20888,2.9241178,1.1833485,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,88.399918196513013,319.742404555236420
3479,20888,Bolboschoenus maritimus,Alliance,Bolboschoenus maritimus Herbaceous Alliance,8111100,Bolboschoenus maritimus Alliance,136,50-75%,Not evident,0.5-1m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G4,S3,Y,52.112.00,Bolboschoenus maritimus,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20888,2.9241178,1.1833485,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,88.399918196513013,319.742404555236420
3480,20889,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20889,5.6633992,2.2918963,3,0,BY1,Boynton 1,Boynton,Upper/ pilings on river-left,Current,Trawl, ,3280.833333330000200,3,150.257664728909050,422.953575859198450
3481,20889,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,High,<0.5m,,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,,,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20889,5.6633992,2.2918963,4,0,BY3,Boynton 3,Boynton,Lower/ pilings on river-right,Current,Trawl, ,3280.833333330000200,4,150.257664728909050,422.953575859198450
